drillId,name,difficulty,category,duration,url,isHidden,source,skillSet,goal,description,equipment,videoCount
stance-distance-check,Stance Distance Check,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=stance-distance-check,,static,Hitting,"To eliminate setup variables, ensuring the hitter is in the exact same position for every at-bat.","The hitter uses their bat to measure the distance from the ""plate"" to their ""feet"" and from ""heel to heel."" Establishing these ""personal metrics"" ensures that the hitter ""sets up"" in the exact same spot every single time they enter the box.",Bat and home plate,1
step-back-drill,Step-back Drill,Medium,Hitting,10m,,,custom,Hitting,"The goal of the step-back drill is to improve rhythm, timing, and lower-half sequencing by teaching hitters how to gather into their back hip and move forward under control, helping eliminate rushing,",,Varies,1
stride-separation-drill,Stride Separation Drill,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=stride-separation-drill,,static,Hitting,"To teach younger hitters how to properly stride, transfer weight, and create upper- and lower-body separation so they can consistently get into a strong, balanced hitting position.","The hitter starts with their feet together and the knob of the bat at their belly button.,Stride forward while creating separation with the upper body and freeze in a strong loaded position.,Coach checks balance, posture, and alignment before resetting.,Repeat this sequence until the hitter understands the movement.,Progress to swinging: start the same way—feet together, knob at the belly button—feel the stride, weight transfer, and separation, then swing away.,Walking variation: stride and separate, freeze, bring the back foot up to the front foot, and continue walking forward while maintaining balance and separation.",Bat,1
stride-to-spot,Stride To Spot,Intermediate,Pitching,,,,orphan,Hitting,"To develop a consistent and balanced stride, ensuring proper body alignment and direction towards home plate.","From the stretch position, the pitcher lifts their lead leg and strides forward, focusing on landing their foot on a specific, marked spot on the ground. The emphasis is on maintaining balance and direction toward the target throughout the movement, without actually throwing a ball. This allows the pitcher to isolate and repeat the stride portion of their delivery, building muscle memory for a consistent landing point.","Bat, Ball",0
tandem,Tandem,Intermediate,Throwing,,,,orphan,Hitting,"To develop teamwork, communication, and efficiency between outfielders on long throws from the gaps, ensuring the ball gets to the infield quickly and accurately.","Two outfielders line up in a tandem position, one directly behind the other, spaced about 15-20 feet apart. On a ball hit into the gap, the lead outfielder pursues and fields the ball while the trailing outfielder moves into a direct line between the lead outfielder and the intended base. The lead outfielder makes a strong, accurate throw to the trailing outfielder who then acts as a relay to make the final throw to the base.","Bat, Ball",1
target-tee,Target Tee,Hard,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=target-tee,,static,Custom,"To transition from internal mechanical focus to external result focus, letting natural skill take over.","Place a specific ""target"" (like a net pocket or a cone) in the field and try to hit the ball off the tee into that target. This ""external focus"" often helps hitters ""stop overthinking"" their mechanics and just ""let their athleticism"" take over.",Varies,1
team-bunting-stations,Team Bunting Stations,Intermediate,Bunting,,,,orphan,Hitting,"To develop a versatile bunting skillset by providing high-volume, situational repetitions of various bunt types.","Set up multiple stations around the infield, each focused on a specific bunting objective like sacrifice bunts, bunts for a hit, or drag bunts. Players rotate through each station, receiving pitches from a coach or machine and executing the designated bunt. This drill allows for high-repetition practice of various bunting techniques in a controlled setting.","Bat, Ball",1
team-situations,Team Situations,Medium,Infield,,,,orphan,Custom,"To improve an infielder's ability to read game situations, communicate effectively with teammates, and execute the correct defensive play as a cohesive unit.","With infielders at every position, coaches will hit a variety of ground balls to initiate live game scenarios. Players must read the play, communicate with teammates, and execute the proper defensive assignments, such as turning a double play or making a force out. This drill emphasizes quick decision-making and fluid teamwork across the entire infield.",Varies,0
tees-with-timing,Tees with Timing,Easy,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=tees-with-timing,,static,Hitting,"To teach pitcher-hitter synchronization, ensuring the load is triggered by the pitcher's movement.","The coach stands on the ""mound"" and goes through a full ""windup"" while the hitter waits at the tee. The hitter must ""time"" their ""load and stride"" to the coach's ""release,"" then swing at the ball on the tee. This builds ""pitcher-hitter"" synchronization.","baseballs, tees",1
test-drill-1,Test Drill 1,,Uncategorized,,,YES,test,,,,,0
test-video-url-drill,Test Video Url Drill,,Uncategorized,,,YES,video-orphan,,,,,1
three-plate-front-toss,Three Plate Front Toss,Hard,Hitting,15m,https://usabdevelops.com/page/1363/drills?q=three-plate-front-toss,,static,Custom,"To train perceived velocity adjustment, forcing the eyes to calibrate to different distances.","Set up three ""home plates"" at different distances from the coach. The hitter moves from ""plate to plate"" between tosses, which changes the ""perceived velocity"" and ""angle"" of the toss, forcing constant ""re-calibration"" of the eyes.",Varies,1
throw-the-bat,Throw the Bat,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=throw-the-bat,,static,Custom,"To eliminate hand tension and promote full extension, teaching the release of energy through the ball.","Using an old bat, the hitter goes through a full swing but literally ""releases"" the bat toward a ""target"" in the field (like a net). This promotes ""full extension"" and ""release of tension,"" as you can't ""throw"" a bat effectively if you are ""aiming"" it.",Varies,1
tight-tee,Tight Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=tight-tee,,static,Hitting,"To train inward hand speed and hip clearing, forcing the hitter to be short to the inside pitch.","Place the tee as close to the hitter's ""belt"" as possible. The hitter must ""clear"" their hands and ""turn"" their hips extremely fast to avoid ""getting jammed."" This is the best drill for ""learning to hit the inside fastball.""",Tee,1
top-drop-drill,Top Drop Drill,Medium,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=top-drop-drill,,static,Custom,"To build lightning-fast hands, requiring the hitter to catch up to a ball dropping vertically.","The coach stands on a chair or ladder and ""drops"" a ball into the hitting zone. The hitter must ""react"" and ""swing"" before the ball hits the ground. This develops ""elite"" hand speed and a ""short, direct"" path to the ball.",Varies,1
top-hand-tee,Top Hand Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=top-hand-tee,,static,Custom,"To isolate the directing hand, ensuring it can control the barrel independently of the lead arm.","Using a ""full-sized"" bat but only the ""top hand"" to hit off the tee. This is a ""strength"" and ""control"" drill; the hitter must maintain the ""palm up"" position and ""drive"" the ball without the ""help"" of the lead arm's ""pulling"" force.",Varies,1
track-and-catch-drill,Track and Catch Drill,Medium,Hitting,10m,,,custom,Hitting,"Use your bare hand to catch the ball deep in the strike zone instead of swinging at it. This forces them to keep their head on the ball, improve patience, and develop better hand-eye coordination",,Varies,1
two-ball-front-toss,Two Ball Front Toss,Hard,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=two-ball-front-toss,,static,Custom,To achieve ultimate barrel precision and visual focus by requiring the hitter to pick one small target out of two.,"The coach tosses two balls ""stacked"" on top of each other. The hitter tries to hit ""both"" balls or is told ""Top"" or ""Bottom"" mid-toss. This requires ""extreme"" barrel precision and ""focus"" on a very small ""target area.""",Varies,1
underload-bat-soft-toss,Underload Bat Soft Toss,Easy,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=underload-bat-soft-toss,,static,Custom,"To increase hand speed and CNS firing rate, training the body to move the bat faster than normal.","Use a ""lightweight"" bat (like a fungo or a ""skinny bat"") during soft toss to increase ""hand speed."" The goal is to ""swing as fast as possible"" while maintaining ""form,"" which ""over-trains"" the central nervous system for ""explosiveness.""",Varies,1
upper-body-throwing,Upper Body Throwing,Intermediate,Throwing,,,,orphan,Hitting,"To develop upper body strength, proper arm mechanics, and throwing accuracy for pitchers.","From a kneeling or seated position to eliminate lower-body involvement, the player focuses solely on the upper body throwing motion. Emphasis should be placed on a smooth, powerful arm action, complete shoulder rotation, and a full follow-through after releasing the ball. This drill isolates the upper half to build pure arm strength and reinforce correct pitching mechanics.","Bat, Ball",1
volleyball-between-knees,Volleyball Between Knees,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=volleyball-between-knees,,static,,,,,1
wall-drill,Wall Drill,Easy,Hitting,5m,,,custom,Hitting,"To prevent the hitter from collapsing on their backside, ensuring a proper load that sets the foundation for the swing",,Varies,1
weighted-ball-front-toss,Weighted Ball Front Toss,Medium,Hitting,10m,https://usabdevelops.com/page/1363/drills?q=weighted-ball-front-toss,,static,Custom,"To teach ""hitting through"" the ball, as the heavy ball penalizes weak or arm-only swings.","Toss ""heavy"" sand-filled balls (like Plyo balls) to the hitter. Because the balls are ""heavy,"" the hitter must ""hit through"" the ball with their ""entire body""; weak ""arm swings"" will result in the ball simply ""dropping"" to the ground.",Varies,1
whiffle-ball-toss,Whiffle Ball Toss,,Hitting,,,,video-orphan,,,,,1
working-in-set-position,Working In Set Position,Intermediate,Pitching,,,,orphan,Hitting,"To help pitchers develop a quicker, more efficient delivery from the stretch while maintaining control and composure.","Begin in the set position with your glove-side foot on the rubber and hands together at the belt. Come to a complete, balanced stop for a full second before separating your hands and delivering a pitch to the plate. Focus on maintaining a consistent rhythm and a quick, compact motion to minimize the runner's lead and prevent stolen bases.","Bat, Ball",1
wrist-strength-tee,Wrist Strength Tee,Easy,Hitting,5m,https://usabdevelops.com/page/1363/drills?q=wrist-strength-tee,,static,,,,,1
